,image_path,class,predicted_class,vocabulary_words,normalization,kernel,epsilon
33,imagedb_test/touring_bike/224_0104.jpg,3,3,50,False,RBF,1e-08
34,imagedb_test/touring_bike/224_0105.jpg,3,3,50,False,RBF,1e-08
35,imagedb_test/touring_bike/224_0106.jpg,3,2,50,False,RBF,1e-08
36,imagedb_test/touring_bike/224_0107.jpg,3,2,50,False,RBF,1e-08
37,imagedb_test/touring_bike/224_0108.jpg,3,3,50,False,RBF,1e-08
38,imagedb_test/touring_bike/224_0109.jpg,3,2,50,False,RBF,1e-08
39,imagedb_test/touring_bike/224_0110.jpg,3,3,50,False,RBF,1e-08
40,imagedb_test/airplane/251_0100.jpg,4,0,50,False,RBF,1e-08
41,imagedb_test/airplane/251_0101.jpg,4,4,50,False,RBF,1e-08
42,imagedb_test/airplane/251_0102.jpg,4,4,50,False,RBF,1e-08
43,imagedb_test/airplane/251_0103.jpg,4,4,50,False,RBF,1e-08
44,imagedb_test/airplane/251_0104.jpg,4,4,50,False,RBF,1e-08
45,imagedb_test/airplane/251_0105.jpg,4,4,50,False,RBF,1e-08
46,imagedb_test/airplane/251_0106.jpg,4,4,50,False,RBF,1e-08
47,imagedb_test/airplane/251_0107.jpg,4,4,50,False,RBF,1e-08
48,imagedb_test/airplane/251_0108.jpg,4,4,50,False,RBF,1e-08
49,imagedb_test/airplane/251_0109.jpg,4,4,50,False,RBF,1e-08
50,imagedb_test/airplane/251_0110.jpg,4,4,50,False,RBF,1e-08
51,imagedb_test/car_side/252_0106.jpg,5,5,50,False,RBF,1e-08
52,imagedb_test/car_side/252_0107.jpg,5,5,50,False,RBF,1e-08
53,imagedb_test/car_side/252_0108.jpg,5,5,50,False,RBF,1e-08
54,imagedb_test/car_side/252_0109.jpg,5,5,50,False,RBF,1e-08
55,imagedb_test/car_side/252_0110.jpg,5,5,50,False,RBF,1e-08
56,imagedb_test/car_side/252_0111.jpg,5,5,50,False,RBF,1e-08
57,imagedb_test/car_side/252_0112.jpg,5,5,50,False,RBF,1e-08
58,imagedb_test/car_side/252_0113.jpg,5,5,50,False,RBF,1e-08
59,imagedb_test/car_side/252_0114.jpg,5,5,50,False,RBF,1e-08
60,imagedb_test/car_side/252_0115.jpg,5,0,50,False,RBF,1e-08
61,imagedb_test/car_side/252_0116.jpg,5,5,50,False,RBF,1e-08
62,imagedb_test/fighter_jet/069_0090.jpg,0,2,50,False,RBF,1e-06
63,imagedb_test/fighter_jet/069_0091.jpg,0,4,50,False,RBF,1e-06
64,imagedb_test/fighter_jet/069_0092.jpg,0,0,50,False,RBF,1e-06
65,imagedb_test/fighter_jet/069_0093.jpg,0,1,50,False,RBF,1e-06
66,imagedb_test/fighter_jet/069_0094.jpg,0,1,50,False,RBF,1e-06
67,imagedb_test/fighter_jet/069_0095.jpg,0,0,50,False,RBF,1e-06
68,imagedb_test/fighter_jet/069_0096.jpg,0,5,50,False,RBF,1e-06
69,imagedb_test/fighter_jet/069_0097.jpg,0,5,50,False,RBF,1e-06
70,imagedb_test/fighter_jet/069_0098.jpg,0,0,50,False,RBF,1e-06
71,imagedb_test/fighter_jet/069_0099.jpg,0,5,50,False,RBF,1e-06
72,imagedb_test/motorbike/145_0090.jpg,1,1,50,False,RBF,1e-06
73,imagedb_test/motorbike/145_0091.jpg,1,1,50,False,RBF,1e-06
74,imagedb_test/motorbike/145_0092.jpg,1,1,50,False,RBF,1e-06
75,imagedb_test/motorbike/145_0093.jpg,1,1,50,False,RBF,1e-06
76,imagedb_test/motorbike/145_0094.jpg,1,1,50,False,RBF,1e-06
77,imagedb_test/motorbike/145_0095.jpg,1,1,50,False,RBF,1e-06
78,imagedb_test/motorbike/145_0096.jpg,1,1,50,False,RBF,1e-06
79,imagedb_test/motorbike/145_0097.jpg,1,4,50,False,RBF,1e-06
80,imagedb_test/motorbike/145_0098.jpg,1,4,50,False,RBF,1e-06
81,imagedb_test/motorbike/145_0099.jpg,1,1,50,False,RBF,1e-06
82,imagedb_test/school_bus/178_0090.jpg,2,4,50,False,RBF,1e-06
83,imagedb_test/school_bus/178_0091.jpg,2,5,50,False,RBF,1e-06
84,imagedb_test/school_bus/178_0092.jpg,2,2,50,False,RBF,1e-06
85,imagedb_test/school_bus/178_0093.jpg,2,1,50,False,RBF,1e-06
86,imagedb_test/school_bus/178_0094.jpg,2,4,50,False,RBF,1e-06
87,imagedb_test/school_bus/178_0095.jpg,2,3,50,False,RBF,1e-06
88,imagedb_test/school_bus/178_0096.jpg,2,1,50,False,RBF,1e-06
89,imagedb_test/school_bus/178_0097.jpg,2,0,50,False,RBF,1e-06
90,imagedb_test/school_bus/178_0098.jpg,2,2,50,False,RBF,1e-06
91,imagedb_test/touring_bike/224_0061.jpg,3,3,50,False,RBF,1e-06
92,imagedb_test/touring_bike/224_0101.jpg,3,3,50,False,RBF,1e-06
93,imagedb_test/touring_bike/224_0102.jpg,3,3,50,False,RBF,1e-06
94,imagedb_test/touring_bike/224_0103.jpg,3,3,50,False,RBF,1e-06
95,imagedb_test/touring_bike/224_0104.jpg,3,3,50,False,RBF,1e-06
96,imagedb_test/touring_bike/224_0105.jpg,3,3,50,False,RBF,1e-06
97,imagedb_test/touring_bike/224_0106.jpg,3,2,50,False,RBF,1e-06
98,imagedb_test/touring_bike/224_0107.jpg,3,2,50,False,RBF,1e-06
99,imagedb_test/touring_bike/224_0108.jpg,3,3,50,False,RBF,1e-06
100,imagedb_test/touring_bike/224_0109.jpg,3,2,50,False,RBF,1e-06
101,imagedb_test/touring_bike/224_0110.jpg,3,3,50,False,RBF,1e-06
102,imagedb_test/airplane/251_0100.jpg,4,0,50,False,RBF,1e-06
103,imagedb_test/airplane/251_0101.jpg,4,4,50,False,RBF,1e-06
104,imagedb_test/airplane/251_0102.jpg,4,4,50,False,RBF,1e-06
105,imagedb_test/airplane/251_0103.jpg,4,4,50,False,RBF,1e-06
106,imagedb_test/airplane/251_0104.jpg,4,4,50,False,RBF,1e-06
107,imagedb_test/airplane/251_0105.jpg,4,4,50,False,RBF,1e-06
108,imagedb_test/airplane/251_0106.jpg,4,4,50,False,RBF,1e-06
109,imagedb_test/airplane/251_0107.jpg,4,4,50,False,RBF,1e-06
110,imagedb_test/airplane/251_0108.jpg,4,4,50,False,RBF,1e-06
111,imagedb_test/airplane/251_0109.jpg,4,4,50,False,RBF,1e-06
112,imagedb_test/airplane/251_0110.jpg,4,4,50,False,RBF,1e-06
113,imagedb_test/car_side/252_0106.jpg,5,5,50,False,RBF,1e-06
114,imagedb_test/car_side/252_0107.jpg,5,5,50,False,RBF,1e-06
115,imagedb_test/car_side/252_0108.jpg,5,5,50,False,RBF,1e-06
116,imagedb_test/car_side/252_0109.jpg,5,5,50,False,RBF,1e-06
117,imagedb_test/car_side/252_0110.jpg,5,5,50,False,RBF,1e-06
118,imagedb_test/car_side/252_0111.jpg,5,5,50,False,RBF,1e-06
119,imagedb_test/car_side/252_0112.jpg,5,5,50,False,RBF,1e-06
120,imagedb_test/car_side/252_0113.jpg,5,5,50,False,RBF,1e-06
121,imagedb_test/car_side/252_0114.jpg,5,5,50,False,RBF,1e-06
122,imagedb_test/car_side/252_0115.jpg,5,0,50,False,RBF,1e-06
123,imagedb_test/car_side/252_0116.jpg,5,5,50,False,RBF,1e-06
124,imagedb_test/fighter_jet/069_0090.jpg,0,2,50,False,RBF,0.0001
125,imagedb_test/fighter_jet/069_0091.jpg,0,4,50,False,RBF,0.0001
126,imagedb_test/fighter_jet/069_0092.jpg,0,0,50,False,RBF,0.0001
127,imagedb_test/fighter_jet/069_0093.jpg,0,1,50,False,RBF,0.0001
128,imagedb_test/fighter_jet/069_0094.jpg,0,1,50,False,RBF,0.0001
129,imagedb_test/fighter_jet/069_0095.jpg,0,0,50,False,RBF,0.0001
130,imagedb_test/fighter_jet/069_0096.jpg,0,5,50,False,RBF,0.0001
131,imagedb_test/fighter_jet/069_0097.jpg,0,5,50,False,RBF,0.0001
132,imagedb_test/fighter_jet/069_0098.jpg,0,0,50,False,RBF,0.0001
133,imagedb_test/fighter_jet/069_0099.jpg,0,5,50,False,RBF,0.0001
134,imagedb_test/motorbike/145_0090.jpg,1,1,50,False,RBF,0.0001
135,imagedb_test/motorbike/145_0091.jpg,1,1,50,False,RBF,0.0001
136,imagedb_test/motorbike/145_0092.jpg,1,1,50,False,RBF,0.0001
137,imagedb_test/motorbike/145_0093.jpg,1,1,50,False,RBF,0.0001
138,imagedb_test/motorbike/145_0094.jpg,1,1,50,False,RBF,0.0001
139,imagedb_test/motorbike/145_0095.jpg,1,1,50,False,RBF,0.0001
140,imagedb_test/motorbike/145_0096.jpg,1,1,50,False,RBF,0.0001
141,imagedb_test/motorbike/145_0097.jpg,1,4,50,False,RBF,0.0001
142,imagedb_test/motorbike/145_0098.jpg,1,4,50,False,RBF,0.0001
143,imagedb_test/motorbike/145_0099.jpg,1,1,50,False,RBF,0.0001
144,imagedb_test/school_bus/178_0090.jpg,2,4,50,False,RBF,0.0001
145,imagedb_test/school_bus/178_0091.jpg,2,5,50,False,RBF,0.0001
146,imagedb_test/school_bus/178_0092.jpg,2,2,50,False,RBF,0.0001
147,imagedb_test/school_bus/178_0093.jpg,2,1,50,False,RBF,0.0001
148,imagedb_test/school_bus/178_0094.jpg,2,4,50,False,RBF,0.0001
149,imagedb_test/school_bus/178_0095.jpg,2,3,50,False,RBF,0.0001
150,imagedb_test/school_bus/178_0096.jpg,2,1,50,False,RBF,0.0001
151,imagedb_test/school_bus/178_0097.jpg,2,0,50,False,RBF,0.0001
152,imagedb_test/school_bus/178_0098.jpg,2,2,50,False,RBF,0.0001
153,imagedb_test/touring_bike/224_0061.jpg,3,3,50,False,RBF,0.0001
154,imagedb_test/touring_bike/224_0101.jpg,3,3,50,False,RBF,0.0001
155,imagedb_test/touring_bike/224_0102.jpg,3,3,50,False,RBF,0.0001
156,imagedb_test/touring_bike/224_0103.jpg,3,3,50,False,RBF,0.0001
157,imagedb_test/touring_bike/224_0104.jpg,3,3,50,False,RBF,0.0001
158,imagedb_test/touring_bike/224_0105.jpg,3,3,50,False,RBF,0.0001
159,imagedb_test/touring_bike/224_0106.jpg,3,2,50,False,RBF,0.0001
160,imagedb_test/touring_bike/224_0107.jpg,3,2,50,False,RBF,0.0001
161,imagedb_test/touring_bike/224_0108.jpg,3,3,50,False,RBF,0.0001
162,imagedb_test/touring_bike/224_0109.jpg,3,2,50,False,RBF,0.0001
163,imagedb_test/touring_bike/224_0110.jpg,3,3,50,False,RBF,0.0001
164,imagedb_test/airplane/251_0100.jpg,4,0,50,False,RBF,0.0001
165,imagedb_test/airplane/251_0101.jpg,4,4,50,False,RBF,0.0001
166,imagedb_test/airplane/251_0102.jpg,4,4,50,False,RBF,0.0001
167,imagedb_test/airplane/251_0103.jpg,4,4,50,False,RBF,0.0001
168,imagedb_test/airplane/251_0104.jpg,4,4,50,False,RBF,0.0001
169,imagedb_test/airplane/251_0105.jpg,4,4,50,False,RBF,0.0001
170,imagedb_test/airplane/251_0106.jpg,4,4,50,False,RBF,0.0001
171,imagedb_test/airplane/251_0107.jpg,4,4,50,False,RBF,0.0001
172,imagedb_test/airplane/251_0108.jpg,4,4,50,False,RBF,0.0001
173,imagedb_test/airplane/251_0109.jpg,4,4,50,False,RBF,0.0001
174,imagedb_test/airplane/251_0110.jpg,4,4,50,False,RBF,0.0001
175,imagedb_test/car_side/252_0106.jpg,5,5,50,False,RBF,0.0001
176,imagedb_test/car_side/252_0107.jpg,5,5,50,False,RBF,0.0001
177,imagedb_test/car_side/252_0108.jpg,5,5,50,False,RBF,0.0001
178,imagedb_test/car_side/252_0109.jpg,5,5,50,False,RBF,0.0001
179,imagedb_test/car_side/252_0110.jpg,5,5,50,False,RBF,0.0001
180,imagedb_test/car_side/252_0111.jpg,5,5,50,False,RBF,0.0001
181,imagedb_test/car_side/252_0112.jpg,5,5,50,False,RBF,0.0001
182,imagedb_test/car_side/252_0113.jpg,5,5,50,False,RBF,0.0001
183,imagedb_test/car_side/252_0114.jpg,5,5,50,False,RBF,0.0001
184,imagedb_test/car_side/252_0115.jpg,5,0,50,False,RBF,0.0001
185,imagedb_test/car_side/252_0116.jpg,5,5,50,False,RBF,0.0001
186,imagedb_test/fighter_jet/069_0090.jpg,0,2,50,False,RBF,0.01
187,imagedb_test/fighter_jet/069_0091.jpg,0,4,50,False,RBF,0.01
188,imagedb_test/fighter_jet/069_0092.jpg,0,0,50,False,RBF,0.01
189,imagedb_test/fighter_jet/069_0093.jpg,0,1,50,False,RBF,0.01
190,imagedb_test/fighter_jet/069_0094.jpg,0,1,50,False,RBF,0.01
191,imagedb_test/fighter_jet/069_0095.jpg,0,0,50,False,RBF,0.01
192,imagedb_test/fighter_jet/069_0096.jpg,0,5,50,False,RBF,0.01
193,imagedb_test/fighter_jet/069_0097.jpg,0,5,50,False,RBF,0.01
194,imagedb_test/fighter_jet/069_0098.jpg,0,0,50,False,RBF,0.01
195,imagedb_test/fighter_jet/069_0099.jpg,0,5,50,False,RBF,0.01
196,imagedb_test/motorbike/145_0090.jpg,1,1,50,False,RBF,0.01
197,imagedb_test/motorbike/145_0091.jpg,1,1,50,False,RBF,0.01
198,imagedb_test/motorbike/145_0092.jpg,1,1,50,False,RBF,0.01
199,imagedb_test/motorbike/145_0093.jpg,1,1,50,False,RBF,0.01
200,imagedb_test/motorbike/145_0094.jpg,1,1,50,False,RBF,0.01
201,imagedb_test/motorbike/145_0095.jpg,1,1,50,False,RBF,0.01
202,imagedb_test/motorbike/145_0096.jpg,1,1,50,False,RBF,0.01
203,imagedb_test/motorbike/145_0097.jpg,1,4,50,False,RBF,0.01
204,imagedb_test/motorbike/145_0098.jpg,1,4,50,False,RBF,0.01
205,imagedb_test/motorbike/145_0099.jpg,1,1,50,False,RBF,0.01
206,imagedb_test/school_bus/178_0090.jpg,2,4,50,False,RBF,0.01
207,imagedb_test/school_bus/178_0091.jpg,2,0,50,False,RBF,0.01
208,imagedb_test/school_bus/178_0092.jpg,2,2,50,False,RBF,0.01
209,imagedb_test/school_bus/178_0093.jpg,2,1,50,False,RBF,0.01
210,imagedb_test/school_bus/178_0094.jpg,2,4,50,False,RBF,0.01
211,imagedb_test/school_bus/178_0095.jpg,2,3,50,False,RBF,0.01
212,imagedb_test/school_bus/178_0096.jpg,2,1,50,False,RBF,0.01
213,imagedb_test/school_bus/178_0097.jpg,2,0,50,False,RBF,0.01
214,imagedb_test/school_bus/178_0098.jpg,2,2,50,False,RBF,0.01
215,imagedb_test/touring_bike/224_0061.jpg,3,3,50,False,RBF,0.01
216,imagedb_test/touring_bike/224_0101.jpg,3,3,50,False,RBF,0.01
217,imagedb_test/touring_bike/224_0102.jpg,3,3,50,False,RBF,0.01
218,imagedb_test/touring_bike/224_0103.jpg,3,3,50,False,RBF,0.01
219,imagedb_test/touring_bike/224_0104.jpg,3,3,50,False,RBF,0.01
220,imagedb_test/touring_bike/224_0105.jpg,3,3,50,False,RBF,0.01
221,imagedb_test/touring_bike/224_0106.jpg,3,2,50,False,RBF,0.01
222,imagedb_test/touring_bike/224_0107.jpg,3,2,50,False,RBF,0.01
223,imagedb_test/touring_bike/224_0108.jpg,3,3,50,False,RBF,0.01
224,imagedb_test/touring_bike/224_0109.jpg,3,2,50,False,RBF,0.01
225,imagedb_test/touring_bike/224_0110.jpg,3,3,50,False,RBF,0.01
226,imagedb_test/airplane/251_0100.jpg,4,0,50,False,RBF,0.01
227,imagedb_test/airplane/251_0101.jpg,4,4,50,False,RBF,0.01
228,imagedb_test/airplane/251_0102.jpg,4,4,50,False,RBF,0.01
229,imagedb_test/airplane/251_0103.jpg,4,4,50,False,RBF,0.01
230,imagedb_test/airplane/251_0104.jpg,4,4,50,False,RBF,0.01
231,imagedb_test/airplane/251_0105.jpg,4,4,50,False,RBF,0.01
232,imagedb_test/airplane/251_0106.jpg,4,4,50,False,RBF,0.01
233,imagedb_test/airplane/251_0107.jpg,4,4,50,False,RBF,0.01
234,imagedb_test/airplane/251_0108.jpg,4,4,50,False,RBF,0.01
235,imagedb_test/airplane/251_0109.jpg,4,4,50,False,RBF,0.01
236,imagedb_test/airplane/251_0110.jpg,4,4,50,False,RBF,0.01
237,imagedb_test/car_side/252_0106.jpg,5,5,50,False,RBF,0.01
238,imagedb_test/car_side/252_0107.jpg,5,5,50,False,RBF,0.01
239,imagedb_test/car_side/252_0108.jpg,5,5,50,False,RBF,0.01
240,imagedb_test/car_side/252_0109.jpg,5,5,50,False,RBF,0.01
241,imagedb_test/car_side/252_0110.jpg,5,5,50,False,RBF,0.01
242,imagedb_test/car_side/252_0111.jpg,5,5,50,False,RBF,0.01
243,imagedb_test/car_side/252_0112.jpg,5,5,50,False,RBF,0.01
244,imagedb_test/car_side/252_0113.jpg,5,5,50,False,RBF,0.01
245,imagedb_test/car_side/252_0114.jpg,5,5,50,False,RBF,0.01
246,imagedb_test/car_side/252_0115.jpg,5,0,50,False,RBF,0.01
247,imagedb_test/car_side/252_0116.jpg,5,5,50,False,RBF,0.01
248,imagedb_test/fighter_jet/069_0090.jpg,0,2,50,False,RBF,0.1
249,imagedb_test/fighter_jet/069_0091.jpg,0,4,50,False,RBF,0.1
250,imagedb_test/fighter_jet/069_0092.jpg,0,0,50,False,RBF,0.1
251,imagedb_test/fighter_jet/069_0093.jpg,0,1,50,False,RBF,0.1
252,imagedb_test/fighter_jet/069_0094.jpg,0,1,50,False,RBF,0.1
253,imagedb_test/fighter_jet/069_0095.jpg,0,0,50,False,RBF,0.1
254,imagedb_test/fighter_jet/069_0096.jpg,0,0,50,False,RBF,0.1
255,imagedb_test/fighter_jet/069_0097.jpg,0,5,50,False,RBF,0.1
256,imagedb_test/fighter_jet/069_0098.jpg,0,0,50,False,RBF,0.1
257,imagedb_test/fighter_jet/069_0099.jpg,0,5,50,False,RBF,0.1
258,imagedb_test/motorbike/145_0090.jpg,1,1,50,False,RBF,0.1
259,imagedb_test/motorbike/145_0091.jpg,1,1,50,False,RBF,0.1
260,imagedb_test/motorbike/145_0092.jpg,1,1,50,False,RBF,0.1
261,imagedb_test/motorbike/145_0093.jpg,1,1,50,False,RBF,0.1
262,imagedb_test/motorbike/145_0094.jpg,1,1,50,False,RBF,0.1
263,imagedb_test/motorbike/145_0095.jpg,1,1,50,False,RBF,0.1
264,imagedb_test/motorbike/145_0096.jpg,1,1,50,False,RBF,0.1
265,imagedb_test/motorbike/145_0097.jpg,1,2,50,False,RBF,0.1
266,imagedb_test/motorbike/145_0098.jpg,1,4,50,False,RBF,0.1
267,imagedb_test/motorbike/145_0099.jpg,1,1,50,False,RBF,0.1
268,imagedb_test/school_bus/178_0090.jpg,2,2,50,False,RBF,0.1
269,imagedb_test/school_bus/178_0091.jpg,2,5,50,False,RBF,0.1
270,imagedb_test/school_bus/178_0092.jpg,2,2,50,False,RBF,0.1
271,imagedb_test/school_bus/178_0093.jpg,2,1,50,False,RBF,0.1
272,imagedb_test/school_bus/178_0094.jpg,2,4,50,False,RBF,0.1
273,imagedb_test/school_bus/178_0095.jpg,2,3,50,False,RBF,0.1
274,imagedb_test/school_bus/178_0096.jpg,2,1,50,False,RBF,0.1
275,imagedb_test/school_bus/178_0097.jpg,2,0,50,False,RBF,0.1
276,imagedb_test/school_bus/178_0098.jpg,2,2,50,False,RBF,0.1
277,imagedb_test/touring_bike/224_0061.jpg,3,3,50,False,RBF,0.1
278,imagedb_test/touring_bike/224_0101.jpg,3,3,50,False,RBF,0.1
279,imagedb_test/touring_bike/224_0102.jpg,3,3,50,False,RBF,0.1
280,imagedb_test/touring_bike/224_0103.jpg,3,3,50,False,RBF,0.1
281,imagedb_test/touring_bike/224_0104.jpg,3,3,50,False,RBF,0.1
282,imagedb_test/touring_bike/224_0105.jpg,3,3,50,False,RBF,0.1
283,imagedb_test/touring_bike/224_0106.jpg,3,2,50,False,RBF,0.1
284,imagedb_test/touring_bike/224_0107.jpg,3,2,50,False,RBF,0.1
285,imagedb_test/touring_bike/224_0108.jpg,3,3,50,False,RBF,0.1
286,imagedb_test/touring_bike/224_0109.jpg,3,2,50,False,RBF,0.1
287,imagedb_test/touring_bike/224_0110.jpg,3,3,50,False,RBF,0.1
288,imagedb_test/airplane/251_0100.jpg,4,0,50,False,RBF,0.1
289,imagedb_test/airplane/251_0101.jpg,4,4,50,False,RBF,0.1
290,imagedb_test/airplane/251_0102.jpg,4,4,50,False,RBF,0.1
291,imagedb_test/airplane/251_0103.jpg,4,4,50,False,RBF,0.1
292,imagedb_test/airplane/251_0104.jpg,4,4,50,False,RBF,0.1
293,imagedb_test/airplane/251_0105.jpg,4,4,50,False,RBF,0.1
294,imagedb_test/airplane/251_0106.jpg,4,4,50,False,RBF,0.1
295,imagedb_test/airplane/251_0107.jpg,4,4,50,False,RBF,0.1
296,imagedb_test/airplane/251_0108.jpg,4,4,50,False,RBF,0.1
297,imagedb_test/airplane/251_0109.jpg,4,4,50,False,RBF,0.1
298,imagedb_test/airplane/251_0110.jpg,4,4,50,False,RBF,0.1
299,imagedb_test/car_side/252_0106.jpg,5,5,50,False,RBF,0.1
300,imagedb_test/car_side/252_0107.jpg,5,5,50,False,RBF,0.1
301,imagedb_test/car_side/252_0108.jpg,5,5,50,False,RBF,0.1
302,imagedb_test/car_side/252_0109.jpg,5,5,50,False,RBF,0.1
303,imagedb_test/car_side/252_0110.jpg,5,5,50,False,RBF,0.1
304,imagedb_test/car_side/252_0111.jpg,5,5,50,False,RBF,0.1
305,imagedb_test/car_side/252_0112.jpg,5,5,50,False,RBF,0.1
306,imagedb_test/car_side/252_0113.jpg,5,5,50,False,RBF,0.1
307,imagedb_test/car_side/252_0114.jpg,5,5,50,False,RBF,0.1
308,imagedb_test/car_side/252_0115.jpg,5,0,50,False,RBF,0.1
309,imagedb_test/car_side/252_0116.jpg,5,5,50,False,RBF,0.1
310,imagedb_test/fighter_jet/069_0090.jpg,0,2,50,False,CHI2,1e-08
311,imagedb_test/fighter_jet/069_0091.jpg,0,4,50,False,CHI2,1e-08
312,imagedb_test/fighter_jet/069_0092.jpg,0,3,50,False,CHI2,1e-08
313,imagedb_test/fighter_jet/069_0093.jpg,0,4,50,False,CHI2,1e-08
314,imagedb_test/fighter_jet/069_0094.jpg,0,1,50,False,CHI2,1e-08
315,imagedb_test/fighter_jet/069_0095.jpg,0,0,50,False,CHI2,1e-08
316,imagedb_test/fighter_jet/069_0096.jpg,0,5,50,False,CHI2,1e-08
317,imagedb_test/fighter_jet/069_0097.jpg,0,5,50,False,CHI2,1e-08
318,imagedb_test/fighter_jet/069_0098.jpg,0,0,50,False,CHI2,1e-08
319,imagedb_test/fighter_jet/069_0099.jpg,0,5,50,False,CHI2,1e-08
320,imagedb_test/motorbike/145_0090.jpg,1,1,50,False,CHI2,1e-08
321,imagedb_test/motorbike/145_0091.jpg,1,1,50,False,CHI2,1e-08
322,imagedb_test/motorbike/145_0092.jpg,1,1,50,False,CHI2,1e-08
323,imagedb_test/motorbike/145_0093.jpg,1,1,50,False,CHI2,1e-08
324,imagedb_test/motorbike/145_0094.jpg,1,1,50,False,CHI2,1e-08
325,imagedb_test/motorbike/145_0095.jpg,1,1,50,False,CHI2,1e-08
326,imagedb_test/motorbike/145_0096.jpg,1,1,50,False,CHI2,1e-08
327,imagedb_test/motorbike/145_0097.jpg,1,4,50,False,CHI2,1e-08
328,imagedb_test/motorbike/145_0098.jpg,1,4,50,False,CHI2,1e-08
329,imagedb_test/motorbike/145_0099.jpg,1,1,50,False,CHI2,1e-08
330,imagedb_test/school_bus/178_0090.jpg,2,2,50,False,CHI2,1e-08
331,imagedb_test/school_bus/178_0091.jpg,2,5,50,False,CHI2,1e-08
332,imagedb_test/school_bus/178_0092.jpg,2,2,50,False,CHI2,1e-08
333,imagedb_test/school_bus/178_0093.jpg,2,1,50,False,CHI2,1e-08
334,imagedb_test/school_bus/178_0094.jpg,2,4,50,False,CHI2,1e-08
335,imagedb_test/school_bus/178_0095.jpg,2,3,50,False,CHI2,1e-08
336,imagedb_test/school_bus/178_0096.jpg,2,1,50,False,CHI2,1e-08
337,imagedb_test/school_bus/178_0097.jpg,2,1,50,False,CHI2,1e-08
338,imagedb_test/school_bus/178_0098.jpg,2,2,50,False,CHI2,1e-08
339,imagedb_test/touring_bike/224_0061.jpg,3,3,50,False,CHI2,1e-08
340,imagedb_test/touring_bike/224_0101.jpg,3,3,50,False,CHI2,1e-08
341,imagedb_test/touring_bike/224_0102.jpg,3,3,50,False,CHI2,1e-08
342,imagedb_test/touring_bike/224_0103.jpg,3,3,50,False,CHI2,1e-08
343,imagedb_test/touring_bike/224_0104.jpg,3,3,50,False,CHI2,1e-08
344,imagedb_test/touring_bike/224_0105.jpg,3,3,50,False,CHI2,1e-08
345,imagedb_test/touring_bike/224_0106.jpg,3,2,50,False,CHI2,1e-08
346,imagedb_test/touring_bike/224_0107.jpg,3,3,50,False,CHI2,1e-08
347,imagedb_test/touring_bike/224_0108.jpg,3,3,50,False,CHI2,1e-08
